id,merge_commitid,file,Loc_details,block_text_1,block_text_2,recur_segment,proportion
78,"['27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca', '7fd6edc3a3ff37a750641d5e192835fe217f6050']",services/core/java/com/android/server/pm/PackageInstallerSession.java,"[(2715, 2727, 13), (3249, 3257, 9)]","    @Override
    public void abandon() {
        if (mIsPerfLockAcquired && mPerfBoostInstall != null) {
            mPerfBoostInstall.perfLockRelease();
            mIsPerfLockAcquired = false;
        }
        if (hasParentSessionId()) {
            throw new IllegalStateException(
                    ""Session "" + sessionId + "" is a child of multi-package session ""
                            + getParentSessionId() +  "" and may not be abandoned directly."");
        }

        List<PackageInstallerSession> childSessions = getChildSessionsNotLocked();
","        if (mIsPerfLockAcquired && mPerfBoostInstall != null) {
            mPerfBoostInstall.perfLockRelease();
            mIsPerfLockAcquired = false;
        }
        if (hasParentSessionId()) {
            throw new IllegalStateException(
                    ""Session "" + sessionId + "" is a child of multi-package session ""
                            + getParentSessionId() +  "" and may not be abandoned directly."");
        }
","        if (mIsPerfLockAcquired && mPerfBoostInstall != null) {
            mPerfBoostInstall.perfLockRelease();
            mIsPerfLockAcquired = false;
        }
        if (hasParentSessionId()) {
            throw new IllegalStateException(
                    ""Session "" + sessionId + "" is a child of multi-package session ""
                            + getParentSessionId() +  "" and may not be abandoned directly."");
        }
","[0.775, 1.0]"
79,"['27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca', '7fd6edc3a3ff37a750641d5e192835fe217f6050']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4496, 4498, 3), (4645, 4646, 2)]","        sDefaults.putBoolean(KEY_DISABLE_DUN_APN_WHILE_ROAMING, false);
        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","[0.656, 1.0]"
80,"['27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca', '7fd6edc3a3ff37a750641d5e192835fe217f6050']",location/java/android/location/LocationManager.java,"[(943, 943, 1), (716, 716, 1)]","        android.util.SeempLog.record(47);
","        android.util.SeempLog.record(46);
",        android.util.SeempLog.record(4,"[0.905, 0.905]"
81,"['27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca', '8abdf0e95a5d15a310b6df69d33a4510a0b44b4a']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4496, 4498, 3), (4406, 4407, 2)]","        sDefaults.putBoolean(KEY_DISABLE_DUN_APN_WHILE_ROAMING, false);
        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","[0.656, 1.0]"
82,"['337095f9d277c566cb888bc3adbac16576f1ae70', '757dbb836469bbdd7eb8312deaf584fe0c99c17d']",packages/SystemUI/tests/src/com/android/systemui/qs/carrier/QSCarrierGroupControllerTest.java,"[(221, 221, 1), (221, 221, 1)]","                0, 0, true, true, 0, """", """", """", true, 0, true);
","                0, 0, true, true, 0, """", """", """", true, 0, true, true);
","                0, 0, true, true, 0, """", """", """", true, 0, true","[0.954, 0.873]"
83,"['337095f9d277c566cb888bc3adbac16576f1ae70', '757dbb836469bbdd7eb8312deaf584fe0c99c17d']",packages/SystemUI/src/com/android/systemui/qs/tiles/CastTile.java,"[(279, 281, 3), (279, 281, 3)]","                    if(SystemProperties.getBoolean(WFD_ENABLE, false)) {
                        if(enabled != mWifiConnected) {
                            mWifiConnected = enabled;
","                    if(SystemProperties.getBoolean(WFD_ENABLE, false)) {
                        if(enabled != mWifiConnected) {
                            mWifiConnected = enabled;
","                    if(SystemProperties.getBoolean(WFD_ENABLE, false)) {
                        if(enabled != mWifiConnected) {
                            mWifiConnected = enabled;
","[1.0, 1.0]"
84,"['337095f9d277c566cb888bc3adbac16576f1ae70', '757dbb836469bbdd7eb8312deaf584fe0c99c17d']",packages/SystemUI/src/com/android/systemui/statusbar/phone/KeyguardBottomAreaView.java,"[(782, 782, 1), (820, 821, 2)]","        mEmergencyCarrierArea.setAlpha(alpha);
","        mAltLeftButton.setAlpha(alpha);
        mEmergencyCarrierArea.setAlpha(alpha);
","        mEmergencyCarrierArea.setAlpha(alpha);
","[1.0, 0.54]"
85,"['337095f9d277c566cb888bc3adbac16576f1ae70', '8abdf0e95a5d15a310b6df69d33a4510a0b44b4a']",services/core/java/com/android/server/wm/ActivityRecord.java,"[(5266, 5267, 2), (5096, 5097, 2)]","        launching = false;
        final Task stack = getRootTask();
","        launching = false;
        final ActivityStack stack = getRootTask();
","        launching = false;
        final ","[0.594, 0.526]"
86,"['337095f9d277c566cb888bc3adbac16576f1ae70', '9d10272031d3f400d399db45927abf3be739b074']",packages/SystemUI/src/com/android/systemui/statusbar/phone/KeyguardBottomAreaView.java,"[(751, 751, 1), (866, 866, 1)]","            mEmergencyCarrierArea.setVisibility(INVISIBLE);
","        mEmergencyCarrierArea.setAlpha(alpha);
",        mEmergencyCarrierArea.set,"[0.55, 0.702]"
87,"['337095f9d277c566cb888bc3adbac16576f1ae70', '9d10272031d3f400d399db45927abf3be739b074']",packages/SystemUI/src/com/android/systemui/statusbar/phone/KeyguardBottomAreaView.java,"[(782, 782, 1), (866, 866, 1)]","        mEmergencyCarrierArea.setAlpha(alpha);
","        mEmergencyCarrierArea.setAlpha(alpha);
","        mEmergencyCarrierArea.setAlpha(alpha);
","[1.0, 1.0]"
88,"['337095f9d277c566cb888bc3adbac16576f1ae70', 'd3ff2de786af936a9af8739f5c98972804dd5823']",media/java/android/media/AudioFormat.java,"[(319, 343, 25), (288, 311, 24)]","    /** Audio data format: AMRNB
     * @hide
     * */
    public static final int ENCODING_AMRNB = 100;
    /** Audio data format: AMRWB
     * @hide
     * */
    public static final int ENCODING_AMRWB = 101;
    /** Audio data format: EVRC
     * @hide
     * */
    public static final int ENCODING_EVRC = 102;
    /** Audio data format: EVRCB
     * @hide
     * */
    public static final int ENCODING_EVRCB = 103;
    /** Audio data format: EVRCWB
     * @hide
     * */
    public static final int ENCODING_EVRCWB = 104;
    /** Audio data format: EVRCNW
     * @hide
     * */
    public static final int ENCODING_EVRCNW = 105;

","    /** Audio data format: AMRNB
     * @hide
     * */
    public static final int ENCODING_AMRNB = 100;
    /** Audio data format: AMRWB
     * @hide
     * */
    public static final int ENCODING_AMRWB = 101;
    /** Audio data format: EVRC
     * @hide
     * */
    public static final int ENCODING_EVRC = 102;
    /** Audio data format: EVRCB
     * @hide
     * */
    public static final int ENCODING_EVRCB = 103;
    /** Audio data format: EVRCWB
     * @hide
     * */
    public static final int ENCODING_EVRCWB = 104;
    /** Audio data format: EVRCNW
     * @hide
     * */
    public static final int ENCODING_EVRCNW = 105;
","    /** Audio data format: AMRNB
     * @hide
     * */
    public static final int ENCODING_AMRNB = 100;
    /** Audio data format: AMRWB
     * @hide
     * */
    public static final int ENCODING_AMRWB = 101;
    /** Audio data format: EVRC
     * @hide
     * */
    public static final int ENCODING_EVRC = 102;
    /** Audio data format: EVRCB
     * @hide
     * */
    public static final int ENCODING_EVRCB = 103;
    /** Audio data format: EVRCWB
     * @hide
     * */
    public static final int ENCODING_EVRCWB = 104;
    /** Audio data format: EVRCNW
     * @hide
     * */
    public static final int ENCODING_EVRCNW = 105;
","[0.998, 1.0]"
89,"['337095f9d277c566cb888bc3adbac16576f1ae70', 'd3ff2de786af936a9af8739f5c98972804dd5823']",services/core/java/com/android/server/am/OomAdjuster.java,"[(1499, 1518, 20), (1484, 1501, 18)]","            app.bumpAllowStartFgsState(PROCESS_STATE_TOP);

            if(mIsTopAppRenderThreadBoostEnabled) {
                if(mCurRenderThreadTid != app.renderThreadTid && app.renderThreadTid > 0) {
                    mCurRenderThreadTid = app.renderThreadTid;
                    if (mPerfBoost != null) {
                        Slog.d(TAG, ""TOP-APP: pid:"" + app.pid + "", processName: ""
                               + app.processName + "", renderThreadTid: "" + app.renderThreadTid);
                        if (mPerfHandle >= 0) {
                            mPerfBoost.perfLockRelease();
                            mPerfHandle = -1;
                        }
                        mPerfHandle = mPerfBoost.perfHint(BoostFramework.VENDOR_HINT_BOOST_RENDERTHREAD,
                                                          app.processName, app.renderThreadTid, 1);
                        Slog.d(TAG, ""VENDOR_HINT_BOOST_RENDERTHREAD perfHint was called. mPerfHandle: ""
                               + mPerfHandle);
                    }
                }
            }

","            if(mIsTopAppRenderThreadBoostEnabled) {
                if(mCurRenderThreadTid != app.renderThreadTid && app.renderThreadTid > 0) {
                    mCurRenderThreadTid = app.renderThreadTid;
                    if (mPerfBoost != null) {
                        Slog.d(TAG, ""TOP-APP: pid:"" + app.pid + "", processName: ""
                               + app.processName + "", renderThreadTid: "" + app.renderThreadTid);
                        if (mPerfHandle >= 0) {
                            mPerfBoost.perfLockRelease();
                            mPerfHandle = -1;
                        }
                        mPerfHandle = mPerfBoost.perfHint(BoostFramework.VENDOR_HINT_BOOST_RENDERTHREAD,
                                                          app.processName, app.renderThreadTid, 1);
                        Slog.d(TAG, ""VENDOR_HINT_BOOST_RENDERTHREAD perfHint was called. mPerfHandle: ""
                               + mPerfHandle);
                    }
                }
            }

","            if(mIsTopAppRenderThreadBoostEnabled) {
                if(mCurRenderThreadTid != app.renderThreadTid && app.renderThreadTid > 0) {
                    mCurRenderThreadTid = app.renderThreadTid;
                    if (mPerfBoost != null) {
                        Slog.d(TAG, ""TOP-APP: pid:"" + app.pid + "", processName: ""
                               + app.processName + "", renderThreadTid: "" + app.renderThreadTid);
                        if (mPerfHandle >= 0) {
                            mPerfBoost.perfLockRelease();
                            mPerfHandle = -1;
                        }
                        mPerfHandle = mPerfBoost.perfHint(BoostFramework.VENDOR_HINT_BOOST_RENDERTHREAD,
                                                          app.processName, app.renderThreadTid, 1);
                        Slog.d(TAG, ""VENDOR_HINT_BOOST_RENDERTHREAD perfHint was called. mPerfHandle: ""
                               + mPerfHandle);
                    }
                }
            }

","[0.944, 1.0]"
90,"['3933f277a025be704e68ea593536e492831a7e05', '9272406e82304c5a2a8124c75eedb4b5fdf7273a']",core/java/android/app/ActivityManagerInternal.java,"[(479, 480, 2), (444, 445, 2)]","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","[1.0, 1.0]"
91,"['3933f277a025be704e68ea593536e492831a7e05', 'ac442e0398fe7344f66cbbd4d2af15b1bfdbf46b']",services/core/java/com/android/server/am/ActiveServices.java,"[(448, 449, 2), (468, 471, 4)]","        if(mPerf != null)
            SERVICE_RESCHEDULE = Boolean.parseBoolean(mPerf.perfGetProp(""ro.vendor.qti.am.reschedule_service"", ""false""));
","        mPlatformCompat = IPlatformCompat.Stub.asInterface(b);

        if(mPerf != null)
            SERVICE_RESCHEDULE = Boolean.parseBoolean(mPerf.perfGetProp(""ro.vendor.qti.am.reschedule_service"", ""false""));
","        if(mPerf != null)
            SERVICE_RESCHEDULE = Boolean.parseBoolean(mPerf.perfGetProp(""ro.vendor.qti.am.reschedule_service"", ""false""));
","[1.0, 0.698]"
92,"['3933f277a025be704e68ea593536e492831a7e05', 'ac442e0398fe7344f66cbbd4d2af15b1bfdbf46b']",services/core/java/com/android/server/display/DisplayManagerService.java,"[(316, 321, 6), (361, 366, 6)]","    // The synchronization root for the display dumpsys.
    private final SyncRoot mSyncDump = new SyncRoot();

    // Whether dump is inprogress or not.
    @GuardedBy(""mSyncDump"")
    private boolean mDumpInProgress;
","    // The synchronization root for the display dumpsys.
    private final SyncRoot mSyncDump = new SyncRoot();

    // Whether dump is inprogress or not.
    @GuardedBy(""mSyncDump"")
    private boolean mDumpInProgress;
","    // The synchronization root for the display dumpsys.
    private final SyncRoot mSyncDump = new SyncRoot();

    // Whether dump is inprogress or not.
    @GuardedBy(""mSyncDump"")
    private boolean mDumpInProgress;
","[1.0, 1.0]"
93,"['3933f277a025be704e68ea593536e492831a7e05', 'e85435d4d9a2f7122bd5c97ad0a25c768d124a0e']",core/java/android/app/ActivityManagerInternal.java,"[(479, 480, 2), (490, 491, 2)]","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","[1.0, 1.0]"
94,"['3e8cb98421761bb7dfafe59a22a15fe2e176f272', 'b6d6690a3594cd78966e26508247d4ab1b66776f']",services/core/java/com/android/server/pm/PackageManagerService.java,"[(25571, 25572, 2), (25218, 25219, 2)]","            int flags;
            if (umInternal.isUserUnlockingOrUnlocked(user.id)) {
","            int flags = 0;
            if (umInternal.isUserUnlockingOrUnlocked(user.id)) {
",";
            if (umInternal.isUserUnlockingOrUnlocked(user.id)) {
","[0.761, 0.728]"
95,"['449f659b21d039b8692602294b040038ac1e6ccb', '7fd6edc3a3ff37a750641d5e192835fe217f6050']",telephony/java/android/telephony/CarrierConfigManager.java,"[(3977, 3993, 17), (4077, 4093, 17)]","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","[1.0, 1.0]"
96,"['449f659b21d039b8692602294b040038ac1e6ccb', '7fd6edc3a3ff37a750641d5e192835fe217f6050']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4541, 4542, 2), (4645, 4646, 2)]","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","[1.0, 1.0]"
97,"['449f659b21d039b8692602294b040038ac1e6ccb', '8abdf0e95a5d15a310b6df69d33a4510a0b44b4a']",telephony/java/android/telephony/CarrierConfigManager.java,"[(3977, 3993, 17), (3853, 3869, 17)]","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","[1.0, 1.0]"
98,"['449f659b21d039b8692602294b040038ac1e6ccb', '8abdf0e95a5d15a310b6df69d33a4510a0b44b4a']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4541, 4542, 2), (4406, 4407, 2)]","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","[1.0, 1.0]"
99,"['449f659b21d039b8692602294b040038ac1e6ccb', '9272406e82304c5a2a8124c75eedb4b5fdf7273a']",telephony/java/android/telephony/CarrierConfigManager.java,"[(3977, 3993, 17), (3973, 4007, 35)]","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";

    /**
     * String array of Apn configurations of same mvno type GID.
     * The entries should be of form ""GID data:all supported apn types:devicecapability:apnname"".
     * example: 52FF:default,mms:SA:nrphone
     *
     * @hide
     */
    public static final String KEY_MULTI_APN_ARRAY_FOR_SAME_GID = ""multi_apn_array_for_same_gid"";

    /**
     * Flag indicating if APN filtering required.
     *
     * @hide
     */
    public static final String KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY =
            ""require_apn_filtering_with_radio_capability_bool"";

","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","[1.0, 0.509]"
100,"['449f659b21d039b8692602294b040038ac1e6ccb', 'b03d6d43646266d456c22154a1f6fd945bf79f83']",services/core/java/com/android/server/wm/TaskDisplayArea.java,"[(43, 44, 2), (41, 42, 2)]","import static com.android.server.wm.RootWindowContainer.TAG_STATES;
import static com.android.server.wm.Task.ActivityState.DESTROYED;
","import static com.android.server.wm.DisplayContent.alwaysCreateStack;
import static com.android.server.wm.Task.ActivityState.DESTROYED;
",";
import static com.android.server.wm.Task.ActivityState.DESTROYED;
","[0.507, 0.5]"
101,"['449f659b21d039b8692602294b040038ac1e6ccb', 'e85435d4d9a2f7122bd5c97ad0a25c768d124a0e']",telephony/java/android/telephony/CarrierConfigManager.java,"[(3977, 3993, 17), (4632, 4648, 17)]","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","[1.0, 1.0]"
102,"['449f659b21d039b8692602294b040038ac1e6ccb', 'e85435d4d9a2f7122bd5c97ad0a25c768d124a0e']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4541, 4542, 2), (5202, 5202, 1)]","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","[0.599, 1.0]"
103,"['4c3d4ac80fe9f0fb4fbb4fcffcd2ba3f4e6fca6c', 'b6d6690a3594cd78966e26508247d4ab1b66776f']",core/java/android/app/PendingIntent.java,"[(374, 384, 11), (374, 383, 10)]","            if (Compatibility.isChangeEnabled(PENDING_INTENT_EXPLICIT_MUTABILITY_REQUIRED)
                    && !""com.google.android.apps.gcs"".equals(packageName)
                    && !flagImmutableSet && !flagMutableSet) {
                String msg = packageName + "": Targeting S+ (version "" + Build.VERSION_CODES.S
                        + "" and above) requires that one of FLAG_IMMUTABLE or FLAG_MUTABLE""
                        + "" be specified when creating a PendingIntent.\nStrongly consider""
                        + "" using FLAG_IMMUTABLE, only use FLAG_MUTABLE if some functionality""
                        + "" depends on the PendingIntent being mutable, e.g. if it needs to""
                        + "" be used with inline replies or bubbles."";
                    throw new IllegalArgumentException(msg);
            }
","            if (Compatibility.isChangeEnabled(PENDING_INTENT_EXPLICIT_MUTABILITY_REQUIRED)
                    && !flagImmutableSet && !flagMutableSet) {
                String msg = packageName + "": Targeting S+ (version "" + Build.VERSION_CODES.S
                        + "" and above) requires that one of FLAG_IMMUTABLE or FLAG_MUTABLE""
                        + "" be specified when creating a PendingIntent.\nStrongly consider""
                        + "" using FLAG_IMMUTABLE, only use FLAG_MUTABLE if some functionality""
                        + "" depends on the PendingIntent being mutable, e.g. if it needs to""
                        + "" be used with inline replies or bubbles."";
                    throw new IllegalArgumentException(msg);
            }
",")
                    && !flagImmutableSet && !flagMutableSet) {
                String msg = packageName + "": Targeting S+ (version "" + Build.VERSION_CODES.S
                        + "" and above) requires that one of FLAG_IMMUTABLE or FLAG_MUTABLE""
                        + "" be specified when creating a PendingIntent.\nStrongly consider""
                        + "" using FLAG_IMMUTABLE, only use FLAG_MUTABLE if some functionality""
                        + "" depends on the PendingIntent being mutable, e.g. if it needs to""
                        + "" be used with inline replies or bubbles."";
                    throw new IllegalArgumentException(msg);
            }
","[0.806, 0.884]"
104,"['71c831703ae59baf47e0afe611fecd714c481cdf', '81abbc1d7858f29d3344ff6f1702ece80eab8341']",services/core/java/com/android/server/Watchdog.java,"[(758, 758, 1), (747, 747, 1)]","                                    localSubject, report.toString(), finalStack, null, null, null);
","                                    subject, report.toString(), finalStack, null, null, null);
","ubject, report.toString(), finalStack, null, null, null);
","[0.58, 0.611]"
105,"['71c831703ae59baf47e0afe611fecd714c481cdf', '9d10272031d3f400d399db45927abf3be739b074']",packages/SystemUI/src/com/android/systemui/statusbar/phone/NotificationPanelViewController.java,"[(613, 614, 2), (725, 726, 2)]","            @Main Executor uiExecutor,
            EmergencyButtonController.Factory emergencyButtonControllerFactory) {
","            EmergencyButtonController.Factory emergencyButtonControllerFactory,
            NotificationRemoteInputManager remoteInputManager) {
",            EmergencyButtonController.Factory emergencyButtonControllerFactory,"[0.645, 0.538]"
106,"['71c831703ae59baf47e0afe611fecd714c481cdf', '9d10272031d3f400d399db45927abf3be739b074']",packages/SystemUI/src/com/android/systemui/statusbar/phone/NotificationPanelViewController.java,"[(1043, 1048, 6), (1187, 1190, 4)]","        mKeyguardBottomArea.initWallet(mQuickAccessWalletClient, mUiExecutor,
                mFeatureFlags.isQuickAccessWalletEnabled());
        EmergencyButton emergencyButton =
                mKeyguardBottomArea.findViewById(R.id.emergency_call_button);
        mEmergencyButtonController = mEmergencyButtonControllerFactory.create(emergencyButton);
        mEmergencyButtonController.init();
","        EmergencyButton emergencyButton =
                mKeyguardBottomArea.findViewById(R.id.emergency_call_button);
        mEmergencyButtonController = mEmergencyButtonControllerFactory.create(emergencyButton);
        mEmergencyButtonController.init();
","        EmergencyButton emergencyButton =
                mKeyguardBottomArea.findViewById(R.id.emergency_call_button);
        mEmergencyButtonController = mEmergencyButtonControllerFactory.create(emergencyButton);
        mEmergencyButtonController.init();
","[0.651, 1.0]"
107,"['757dbb836469bbdd7eb8312deaf584fe0c99c17d', '9d10272031d3f400d399db45927abf3be739b074']",packages/SystemUI/src/com/android/systemui/statusbar/phone/KeyguardBottomAreaView.java,"[(820, 821, 2), (866, 866, 1)]","        mAltLeftButton.setAlpha(alpha);
        mEmergencyCarrierArea.setAlpha(alpha);
","        mEmergencyCarrierArea.setAlpha(alpha);
","        mEmergencyCarrierArea.setAlpha(alpha);
","[0.54, 1.0]"
